@@@@@@@@@@@@@@@@@@@@, @@@@
DIPLOMACY@DISCUSSION_FABRICATECASUSBELLI@NAME, 捏造された開戦事由
DIPLOMACY@DISCUSSION_IMPROVETHIRDPARTY@NAME, 外交関係のある相手のサポート
DIPLOMACY@DISCUSSION_INSULT@DESCRIPTION, 他の支配者を侮辱しましょう。これにより、相手の支配者があなたに対する{GLOBAL.CasusBelliConcept.Hyperlink}（{Points}[casusBelli/]）を獲得します。
DIPLOMACY@DISCUSSION_INSULT@NAME, 侮辱
DIPLOMACY@DISCUSSION_TEXT@FRIENDSHIP, あなたが称賛を送りました
DIPLOMACY@DISCUSSION_TEXT@INSULTED, あなたが侮辱をしました
DIPLOMACY@DISCUSSION_TEXT@WAS_FRIENDED, あなたに称賛が送られました
DIPLOMACY@DISCUSSION_TEXT@WAS_FRIENDED_EXT, 別の支配者に称賛が送られました
DIPLOMACY@DISCUSSION_TEXT@WAS_INSULTED, あなたが侮辱されました
DIPLOMACY@DISCUSSION_TEXT@WAS_INSULTED_EXT, 別の支配者が侮辱されました
DIPLOMACY@EFFECT_REMOVECASUSBELLI@RESULT, {INT_numCasusBelli}[casusBelli/] <<m:{GLOBAL.CasusBelliConcept.Hyperlink}>>が取り除かれました！
DIPLOMACY@ENTERCLAIMED@CONFIRMATION_DESCRIPTION, この[hyperlink,GLOBAL.ProvinceConcept]領域[/hyperlink]はすでに[hyperlink,GLOBAL.ClaimConcept]権利主張[/hyperlink]されています。ここを占拠すると他の[hyperlink,GLOBAL.LeaderConcept]支配者[/hyperlink]はあなたに対する{GLOBAL.CasusBelliConcept.Hyperlink}（{CasusBelliValue}[casusBelli/]または広範な権利主張で{DistantCasusBelliValue}[casusBelli/]）を受け取り、{GLOBAL.WarConcept.Hyperlink}されやすくなります。[minorCity/] [hyperlink,GLOBAL.IndependentCityConcept]自由都市[/hyperlink]の場合は、[hyperlink,GLOBAL.ClaimConcept]権利主張[/hyperlink]を無視したことに対して外交関係ペナルティを受けることになります。[br/][br/]以下の[hyperlink,GLOBAL.LeaderConcept]支配者[/hyperlink]と[minorCity/] [hyperlink,GLOBAL.IndependentCityConcept]自由都市[/hyperlink]はこの[hyperlink,GLOBAL.ProvinceConcept]領域[/hyperlink]の[hyperlink,GLOBAL.ClaimConcept]権利主張[/hyperlink]をしています：
DIPLOMACY@ENTERCLAIMED@CONFIRMATION_DESCRIPTION_POST, 本当にこの施設に入りますか？
DIPLOMACY@ENTERCLAIMED@CONFIRMATION_TITLE, この権利主張済み建造物に入りますか？
DIPLOMACY@FABRICATED@NAME, 捏造
DIPLOMACY@FIRSTMEET@NEGATIVE, 脅迫的な歓迎をする[badRelation/]
DIPLOMACY@FIRSTMEET@NEGATIVE_TOOLTIP, 他の{GLOBAL.LeaderConcept.Hyperlink}を侮辱しましょう。彼らの力など必要ありません！彼らとの[hyperlink,GLOBAL.EmpireRelationConcept]外交関係[/hyperlink]に{INT_value}[badRelation/]の影響が及び、最終的に彼らと{GLOBAL.WarConcept.Hyperlink}を行うことになる可能性があります。
DIPLOMACY@FIRSTMEET@NEUTRAL, 交渉を開始する
DIPLOMACY@FIRSTMEET@POSITIVE, 歓迎の品を贈る。{Cost}
DIPLOMACY@FIRSTMEET@POSITIVE_TOOLTIP, 他の{GLOBAL.LeaderConcept.Hyperlink}に、贈り物と共に挨拶をしましょう。相手は将来的に素晴らしい[hyperlink,GLOBAL.DSAllianceConcept]同盟[/hyperlink]になる存在かもしれません。{Cost}を贈り物として送れば、この支配者との[hyperlink,GLOBAL.EmpireRelationConcept]外交関係[/hyperlink]が{Relation}[goodRelation/]向上します。
DIPLOMACY@FIRSTMEET@SHOW_LOCATION, 第一接触の場所を表示する
DIPLOMACY@HOSTILEACTION@FIXED_HEADER, 敵意ある行動は実行不可です
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@COOPERATION, 協力協定
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@COOPERATION_DESCRIPTION, [bulletlist][bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}が境界を開きました。[bullet/][hyperlink,GLOBAL.IndependentCityTradeConcept]貿易[/hyperlink]ができるようになりました。[bulletList][bullet/]最大2種類の資源貿易が可能です。[bullet/]<<m:{GLOBAL.MagicMaterialConcept.Hyperlink}>>の貿易が可能です。[/bulletlist][/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@COOPERATION_HYPERLINK, [rs_cooperation/][hyperlink,GLOBAL.PactOfCooperationConcept]協力協定[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@HOUSE_DECLARE_WAR, {GLOBAL.IndependentCityConcept.Name}があなたに宣戦布告しました
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@HOUSE_DECLARE_WAR_FROM_VASSALAGE, あなたの隷属が奪われた
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@INTEGRATION, 統一協定
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@INTEGRATION_BUTTON, 都市を統一する
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@INTEGRATION_DESCRIPTION, [bulletlist][bullet/]都市の所有権が{GLOBAL.EmpireConcept.Hyperlink}に譲渡され、この協定が締結されました。[bullet/]外交機関としての存在ではなくなります。[bullet/]{GLOBAL.FreeCityLordConcept.Hyperlink}は{GLOBAL.EmpireConcept.Hyperlink}の{GLOBAL.HeroConcept.Hyperlink}として雇用が可能であり、この協定を締結することができます。[bullet/]すべての<<m:{GLOBAL.DiplomaticTokenConcept.Hyperlink}>>が解放されます。[/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@INTEGRATION_HYPERLINK, [rs_intergration/][hyperlink,GLOBAL.PactOfIntegrationConcept]統一協定[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@LOYALTY, 忠誠協定
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@LOYALTY_DESCRIPTION, [bulletlist][bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}と視界を共有しています。[bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}は権利主張している領域での建設を許可します。[bullet/]{commandPoints}[recruitmentPoints/]を{GLOBAL.RequestMilitaryAidConcept.Hyperlink}に献上します。[bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}が<<m:{GLOBAL.MarauderConcept.Hyperlink}>>と<<m:{GLOBAL.LeaderConcept.Hyperlink}>>に対して{GLOBAL.IndependentCityWarConcept.Hyperlink}をしている{GLOBAL.CombatConcept.Hyperlink}で[hyperlink,GLOBAL.ReinforcementRuleConcept]援護[/hyperlink]をします。[/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@LOYALTY_HYPERLINK, [rs_loyalty/][hyperlink,GLOBAL.PactOfLoyaltyConcept]忠誠協定[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@NEGOTIATION_IN_PROGRESS, {INT_turns}[turn/]後に{STR_stateName}。
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@NEUTRAL, 中立
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@NEUTRAL_BUTTON, 和解
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@NEUTRAL_BUTTON_DESCRIPTION, {GLOBAL.IndependentCityConcept.Hyperlink}と[rs_neutral/] [hyperlink,GLOBAL.DSNeutralConcept]和解[/hyperlink]をして[hyperlink,GLOBAL.NegotiationConcept]交渉[/hyperlink]を再開する
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@NEUTRAL_DESCRIPTION, デフォルトの{GLOBAL.PvEDiplStateConcept.Hyperlink}です。{GLOBAL.IndependentCityConcept.Hyperlink}と{GLOBAL.EmpireConcept.Hyperlink}は、まだこれ以上の関係のための[hyperlink,GLOBAL.NegotiationConcept]交渉[/hyperlink]を行っていません。{GLOBAL.DiplomaticTokenConcept.Hyperlink}を使用して交渉することができます。
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE, 隷属協定
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_DESCRIPTION, [bulletlist][bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}が収益と<<m:{GLOBAL.MagicMaterialConcept.Hyperlink}>>を共有しています。[bullet/]他の<<m: {GLOBAL.EmpireConcept.Hyperlink}>>は{GLOBAL.IndependentCityConcept.Hyperlink}とのより良い<<m: {GLOBAL.PvEDiplStateConcept.Hyperlink}>>について[hyperlink,GLOBAL.NegotiationConcept]交渉[/hyperlink]しなくなるかもしれません。[bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}は、自分のオーバーロードが戦っているすべての<<m:{GLOBAL.WarConcept.Hyperlink}>>に参戦し、戦闘で援護をして、戦闘連携における指示を受けることができます。[bullet/]{GLOBAL.VassalagePhaseConcept.Hyperlink}に切り替わり、この期間中は隷属による利益を向上させるために{GLOBAL.HouseInfluenceConcept.Hyperlink}を更に獲得することが可能になります。最終的に{GLOBAL.IndependentCityConcept.Hyperlink}を、そのオーバーロードの帝国に[hyperlink,GLOBAL.PactOfIntegrationConcept]併合[/hyperlink]させることが可能です。[/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_HYPERLINK, [rs_vassalage/][hyperlink,GLOBAL.PactOfVassalageConcept]隷属協定[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_-1, 属国
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_-1_DESCRIPTION, [bulletlist][bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}が自分たちの収益の{incomePercentage}%を共有します。[bullet/]<<m:{GLOBAL.MagicMaterialConcept.Hyperlink}>>のすべてを共有します。[bullet/]{GLOBAL.RequestMilitaryAidConcept.Hyperlink}へ{commandPoints}[recruitmentPoints/]を貢献します。[bullet/][hyperlink,GLOBAL.IndependentCityTradeConcept]貿易[/hyperlink]コストが{tradingCost}%増加します。[bullet/]戦闘連携は無効であり、新たな軍隊は送り込まれません。[/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_-1_HYPERLINK, [rs_vassalage-1/][hyperlink,GLOBAL.PactOfVassalageLvl-1Concept]属国[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_-2, 小規模な属国
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_-2_DESCRIPTION, [bulletlist][bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}が自分たちの収益の{incomePercentage}%を共有します。[bullet/]<<m:{GLOBAL.MagicMaterialConcept.Hyperlink}>>のすべてを共有します。[bullet/]{GLOBAL.RequestMilitaryAidConcept.Hyperlink}へ{commandPoints}[recruitmentPoints/]を貢献します。[bullet/][hyperlink,GLOBAL.IndependentCityTradeConcept]貿易[/hyperlink]コストが{tradingCost}%増加します。[/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_-2_HYPERLINK, [rs_vassalage-2/][hyperlink,GLOBAL.PactOfVassalageLvl-2Concept]小規模な属国[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_-3, 属国の拒否
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_-3_DESCRIPTION, [bulletlist][bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}が自分たちの収益を共有しません。[bullet/]<<m:{GLOBAL.MagicMaterialConcept.Hyperlink}>>を一切共有しません。[bullet/]君主の進軍に一切貢献しません。[bullet/][hyperlink,GLOBAL.IndependentCityTradeConcept]貿易[/hyperlink]コストが{tradingCost}%増加します。[/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_-3_HYPERLINK, [rs_vassalage-3/][hyperlink,GLOBAL.PactOfVassalageLvl-3Concept]属国の拒否[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_0, 隷属関係
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_0_DESCRIPTION, [bulletlist][bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}が自分たちの収益の{incomePercentage}%を共有します。[bullet/]<<m:{GLOBAL.MagicMaterialConcept.Hyperlink}>>のすべてを共有します。[bullet/]{GLOBAL.RequestMilitaryAidConcept.Hyperlink}へ{commandPoints}[recruitmentPoints/]を貢献します。[bullet/][hyperlink,GLOBAL.IndependentCityTradeConcept]貿易[/hyperlink]コストは初期レベルです。[bullet/]戦闘連携が利用可能になります。[/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_0_HYPERLINK, [rs_vassalage0/][hyperlink,GLOBAL.PactOfVassalageLvl0Concept]隷属関係[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_1, 担保付き隷属
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_1_DESCRIPTION, [bulletlist][bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}が自分たちの収益の{incomePercentage}%を共有します。[bullet/]<<m:{GLOBAL.MagicMaterialConcept.Hyperlink}>>のすべてを共有します。[bullet/]{GLOBAL.RequestMilitaryAidConcept.Hyperlink}へ{commandPoints}[recruitmentPoints/]を貢献します。[bullet/][hyperlink,GLOBAL.IndependentCityTradeConcept]貿易[/hyperlink]コストが{tradingCost}%減少します。[/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_1_HYPERLINK, [rs_vassalage1/][hyperlink,GLOBAL.PactOfVassalageLvl1Concept]担保付き隷属[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_2, 繁栄的隷属関係
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_2_DESCRIPTION, [bulletlist][bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}が自分たちの収益の{incomePercentage}%を共有します。[bullet/]<<m:{GLOBAL.MagicMaterialConcept.Hyperlink}>>のすべてを共有します。[bullet/]{GLOBAL.RequestMilitaryAidConcept.Hyperlink}へ{commandPoints}[recruitmentPoints/]を貢献します。[bullet/][hyperlink,GLOBAL.IndependentCityTradeConcept]貿易[/hyperlink]コストが{tradingCost}%減少します。[bullet/]都市の[hyperlink,GLOBAL.PactOfIntegrationConcept]統合[/hyperlink] [influence/]が可能です。[/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_2_HYPERLINK, [rs_vassalage2/][hyperlink,GLOBAL.PactOfVassalageLvl2Concept]繁栄的隷属関係[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_3, 至上の隷属関係
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_3_DESCRIPTION, [bulletlist][bullet/]{GLOBAL.IndependentCityConcept.Hyperlink}が自分たちの収益の{incomePercentage}%を共有します。[bullet/]<<m:{GLOBAL.MagicMaterialConcept.Hyperlink}>>のすべてを共有します。[bullet/]{GLOBAL.RequestMilitaryAidConcept.Hyperlink}へ{commandPoints}[recruitmentPoints/]を貢献します。[bullet/][hyperlink,GLOBAL.IndependentCityTradeConcept]貿易[/hyperlink]コストが{tradingCost}%減少します。[bullet/]都市の[hyperlink,GLOBAL.PactOfIntegrationConcept]統合[/hyperlink] [influence/]が可能です。[/bulletlist]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@VASSALAGE_LEVEL_3_HYPERLINK, [rs_vassalage3/][hyperlink,GLOBAL.PactOfVassalageLvl3Concept]至上の隷属関係[/hyperlink]
DIPLOMACY@HOUSE_DIPLOMATIC_STATE@WAR, 戦争
DIPLOMACY@HOUSE_INFLUENCE@BLOCKED, 忠義がブロックされました
DIPLOMACY@HOUSE_INFLUENCE@DESCRIPTION, 忠義は、{GLOBAL.EmpireConcept.Hyperlink}に対する{GLOBAL.IndependentCityConcept.Hyperlink}の献身度を示すものです。[br/][br/]忠義は主に、<<m:{GLOBAL.NegotiationConcept.Hyperlink}>>を開始した{GLOBAL.FreeCityLordConcept.Hyperlink}へ{GLOBAL.DiplomaticTokenConcept}を与えることで獲得することができます。忠義を増加させることで、都市との<<m:{GLOBAL.PvEDiplStateConcept.Hyperlink}>>が向上することになり、最終的に{GLOBAL.PactOfVassalageConcept.Hyperlink}や{GLOBAL.PactOfIntegrationConcept.Hyperlink}へ繋がっていきます。
DIPLOMACY@HOUSE_INFLUENCE@HYPERLINK, [hyperlink,GLOBAL.HouseInfluenceConcept][allegiance/][/hyperlink]忠義
DIPLOMACY@HOUSE_INFLUENCE@MAX, 忠義上限数：[allegiance/]{MaxPoints}
DIPLOMACY@HOUSE_INFLUENCE@MIN, 忠義最小数：[allegiance/]{MinPoints}
DIPLOMACY@HOUSE_INFLUENCE@TEXT, 忠義
DIPLOMACY@HOUSE_INFLUENCE@TITLE, [allegiance/]忠義
DIPLOMACY@HOUSE_INFLUENCE_BOOST@DESCRIPTION, 次の外交関係状態到達に必要な忠義ポイントの半分を追加することで、交渉をブーストさせましょう。このアクションのコストは、獲得できる忠義ポイント数と共に増加します。このアクションは、現在の外交関係状態である間に一度のみしか実行することができません。[br/][br/]獲得数：{Influence}[br/]コスト： {Cost}
DIPLOMACY@HOUSE_INFLUENCE_BOOST@TEXT, [allegiance/]忠義をブーストする
DIPLOMACY@HOUSE_INFLUENCE_BOOST@WARNING_ALREADYBOOSTED, [fireCol]この外交関係状態中に既に忠義をブースト済みです！[/fireCol]
DIPLOMACY@HOUSE_INFLUENCE_BOOST@WARNING_BLOCKED, [fireCol]忠義獲得がブロックされているためブーストできません！[/fireCol]
DIPLOMACY@HOUSE_INFLUENCE_BOOST@WARNING_CANNOTAFFORD, [fireCol]ブーストコストが不足しています！[/fireCol]
DIPLOMACY@HOUSE_INFLUENCE_BOOST@WARNING_NOGAIN, [fireCol]ブーストを行っても十分な忠義を生成することはできません！[/fireCol]
DIPLOMACY@HOUSE_INFLUENCE_BOOST@WARNING_NONEXTSTATE, [fireCol]ブーストして目指せる次の外交関係状態がありません！[/fireCol]
DIPLOMACY@HOUSE_INFLUENCE_BOOST@WARNING_REQUIREINFLUENCE, [fireCol]忠義をブーストさせるには、{GLOBAL.DiplomaticTokenConcept.Hyperlink}を割り当てる必要があります！[/fireCol]
DIPLOMACY@HOUSE_INFLUENCE_BOOST@WARNING_VASSAL, [fireCol]他の支配者の[hyperlink,GLOBAL.PactOfVassalageConcept]隷属[/hyperlink]である<<m:{GLOBAL.IndependentCityConcept.Hyperlink}>>との外交関係をブーストすることはできません。[/fireCol]
DIPLOMACY@HOUSE_INFLUENCE_PER_TURN@TEXT, [turn/]ターンごとの忠義ポイント
DIPLOMACY@HOUSE_INFLUENCE_REQUIRED@TEXT, 必須な忠義ポイント
DIPLOMACY@HOUSE_NEGOTIATION@TOOLTIP_ALREADYINTEGRATED, [fireCol]この{GLOBAL.IndependentCityConcept.Hyperlink}は既に、別の支配者によって[hyperlink,GLOBAL.PactOfIntegrationConcept]統合[/hyperlink]されています。[/fireCol]
DIPLOMACY@HOUSE_NEGOTIATION@TOOLTIP_ALREADYVASSALIZED, [fireCol]この{GLOBAL.IndependentCityConcept.Hyperlink}は既に、別の支配者によって[hyperlink,GLOBAL.PactOfVassalageConcept]隷属化[/hyperlink]されています。[/fireCol]
DIPLOMACY@HOUSE_NEGOTIATION@TOOLTIP_CANNOTAFFORDCOST, [fireCol]交渉コストが不足しています！[/fireCol]
DIPLOMACY@HOUSE_NEGOTIATION@TOOLTIP_COOLDOWN, [fireCol]この{GLOBAL.IndependentCityConcept.Hyperlink}は現在、交渉を行っていません。交渉するには{Cooldown}[turn/] [hyperlink,GLOBAL.TurnConcept]ターン[/hyperlink]待ってください[/fireCol]
DIPLOMACY@HOUSE_NEGOTIATION@TOOLTIP_FIXEDRELATION, [fireCol]この{GLOBAL.IndependentCityConcept.Hyperlink}は交渉を行っていません。あなたと彼らの外交関係は確立されています！[/fireCol]
DIPLOMACY@HOUSE_NEGOTIATION@TOOLTIP_HOUSEOCCUPIED, [fireCol]この{GLOBAL.IndependentCityConcept.Hyperlink}が占拠されている間は、交渉することができません！[/fireCol]
DIPLOMACY@HOUSE_NEGOTIATION@TOOLTIP_HOUSESIEGED, [fireCol]この{GLOBAL.IndependentCityConcept.Hyperlink}が[hyperlink,GLOBAL.SiegeConcept]包囲[/hyperlink]されている間は、交渉することができません！[/fireCol]
DIPLOMACY@HOUSE_TRADE@CANNOTAFFORD, [fireCol]この取引によるターンごと[turn/]のコストが支払えません！[/fireCol]
DIPLOMACY@HOUSE_WAR@COOLDOWN, [fireCol]まだ宣戦布告をすることができません。{Cooldown} <<m:{GLOBAL.TurnConcept.Hyperlink}>>。[/fireCol]
DIPLOMACY@HOUSE_WAR_CHANCE@DESCRIPTION, {GLOBAL.IndependentCityConcept.Hyperlink}と{GLOBAL.IndependentCityRelationConcept.Hyperlink}を結んでいるため、この都市が毎回の{GLOBAL.TurnConcept.Hyperlink}開始時にあなたに対して{GLOBAL.IndependentCityWarConcept.Hyperlink}を宣言する可能性があります。[br/][br/]これによりあなたにペナルティが課されることはありませんが、この都市が宣戦布告をした場合、あなたの元へ攻撃軍を送り込んでくる可能性があります。
DIPLOMACY@HOUSE_WAR_CHANCE@TEXT, [fireCol]外交関係の状態が{STATE}である間は、この自由都市が宣戦布告をする確率が{CHANCE}です！[/fireCol]
DIPLOMACY@HOUSE_WAR_CHANCE@TEXT_SHORT, [fireCol]戦争勃発の確率：{CHANCE}[/fireCol]
DIPLOMACY@MANAGE_RELATION@TITLE, 開戦事由を解決する
DIPLOMACY@MANAGE_RELATION@TOOLTIP, <<m:{GLOBAL.CasusBelliConcept.Hyperlink}>>を確認して管理します。あなたに対して相手が持っている開戦事由をお金で解決することも可能です。また、自分の開戦事由を売却したり、相手を許したりすることもできます。
DIPLOMACY@MORALE_DESCRIPTION@HIGH, このユニットは意気揚々としており、勝利できると自信を持っている。[br/][br/]効果：[bulletlist][bullet/]クリティカル率： {criticalChance}%。[/bulletlist]
DIPLOMACY@MORALE_DESCRIPTION@LOW, このユニットはぐらついていて、勝利できないかもしれないと疑念を持っている。[br/][br/]効果：[bulletlist][bullet/]完全ミス率： {fumbleChance}%。[/bulletlist]
DIPLOMACY@MORALE_DESCRIPTION@NORMAL, このユニットは満足していて、戦闘に出る準備を整えている。[br/][br/]効果：[bulletlist][bullet/]無し。[/bulletlist]
DIPLOMACY@MORALE_DESCRIPTION@ROUTING, このユニットは恐怖を感じていて、命からがら逃げだそうとしている！[br/][br/]効果：[bulletlist][bullet/]領域制限や機会攻撃の対象外となる。[bullet/]このユニットに対する遠距離攻撃の命中率が{dodgeChance}%低下する。[bullet/]最寄の撤退地点に向かって移動する。[/bulletlist]
DIPLOMACY@MORALE_DESCRIPTION@VERY_LOW, このユニットは失望し、崩壊寸前になっている。[br/][br/]効果：[bulletlist][bullet/]完全ミス率： {fumbleChance}%。[/bulletlist]
DIPLOMACY@MORALE_NAME@HIGH, 高い
DIPLOMACY@MORALE_NAME@LOW, 低い
DIPLOMACY@MORALE_NAME@NORMAL, 中立
DIPLOMACY@MORALE_NAME@ROUTING, 完敗
DIPLOMACY@MORALE_NAME@VERY_LOW, 非常に低い
DIPLOMACY@OVERLORD@INCOME, 奴隷による収入
DIPLOMACY@PLAYERINTERACTION@FOOTER_ACTION_DECLARATION_CALL_TO_FRIENDSHIP_DEFAULT, {HouseBLord.FirstName}が、[hyperlink,Target]{Target.Lord.FirstName}[/hyperlink]とのより良い外交関係を目指して{GLOBAL.DeclFriendshipConcept.Hyperlink}を宣言するように呼びかけています。
DIPLOMACY@PLAYERINTERACTION@FOOTER_ACTION_DECLARATION_CALL_TO_RIVALRY_DEFAULT, {HouseBLord.FirstName}があなたに、[hyperlink,Target]{Target.Lord.FirstName}[/hyperlink]に対して{GLOBAL.DeclRivalryConcept.Hyperlink}を宣言するように呼びかけています。
DIPLOMACY@PLAYERINTERACTION@FOOTER_ACTION_DECLARATION_FRIENDSHIP_DEFAULT, {HouseBLord.FirstName}があなたに対して{GLOBAL.DeclFriendshipConcept.Hyperlink}を宣言しました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_ACTION_DECLARATION_RIVALRY_DEFAULT, {HouseBLord.FirstName}があなたに対して{GLOBAL.DeclRivalryConcept.Hyperlink}を宣言しました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_ACTION_DECLAREWAR_DEFAULT, [fireCol]あなたと{HouseBLord.FirstName}との外交関係状態が{DiplomaticState.Hyperlink}に変わりました！[/fireCol][br/]戦争を終わらせるために{GLOBAL.TruceConcept.Hyperlink}の[hyperlink,GLOBAL.TradeConcept]交渉[/hyperlink]を行ってください。[br/]相手は宣戦布告の理由として以下に言及しています：{Reasons}
DIPLOMACY@PLAYERINTERACTION@FOOTER_ACTION_DENOUNCE_DEFAULT, {HouseBLord.Name}があなたを非難しました。あなたと{HouseBLord.Name}の両方を知っているすべてのAI支配者との間で、外交関係ペナルティが発生します。
DIPLOMACY@PLAYERINTERACTION@FOOTER_ACTION_DENOUNCE_OTHER_DEFAULT, {HouseBLord.Name}が[hyperlink,TargetLord]{TargetLord.Name}[/hyperlink]を非難しました。これにより、AI支配者と{TargetLord.Name}の外交関係に悪影響が及ぼされます。
DIPLOMACY@PLAYERINTERACTION@FOOTER_DIPLOMACYEVENT_NEGATIVE, {HouseBLord.Name}は、あなたの最近の行動を見て侮辱しました。あなたとの外交関係が{RelationPenalty}[badRelation/]悪化し、あなたは{HouseBLord.Name}に対して{GLOBAL.CasusBelliConcept.Hyperlink}({CBPoints}[casusBelli/])を獲得することになりました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_DIPLOMACYEVENT_NEUTRAL, {HouseBLord.Name}が、あなたの直近の行動に対して中立的な態度で対応しています。
DIPLOMACY@PLAYERINTERACTION@FOOTER_DIPLOMACYEVENT_POSITIVE, {HouseBLord.Name}があなたの行動を称賛し、外交関係が{RelationBonus}[goodRelation/]向上しました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_DIPLOMATICSTATECHANGED_DEFAULT, {HouseBLord.Name}との外交関係状態が{DiplomaticState.Hyperlink}に変更されました。
DIPLOMACY@PLAYERINTERACTION@FOOTER_DIPLOMATICSTATECHANGED_QUEUED, あなたと{HouseBLord.Name}の間の外交関係状態が、1 {GLOBAL.TurnConcept.Hyperlink}後に{DiplomaticState.Hyperlink}に変更されます。
DIPLOMACY@PLAYERINTERACTION@FOOTER_FIRSTMEET_DEFAULT, {HouseBLord.TitleName}にどのように挨拶をしますか？
DIPLOMACY@PLAYERINTERACTION@FOOTER_FIRSTMEET_HUMAN, {HouseBLord.TitleName}に出会いました
DIPLOMACY@PLAYERINTERACTION@FOOTER_FIRSTMEET_INDIFFERENT, {HouseBLord.FirstName}が用心深く挨拶をします（[hyperlink,GLOBAL.EmpireRelationConcept]外交関係[/hyperlink]： [hyperlink,HeroRelation]{RelationValue}[/hyperlink]）[br/]{LOC.DIPLOMACY@PLAYERINTERACTION@FOOTER_FIRSTMEET_DEFAULT}
DIPLOMACY@PLAYERINTERACTION@FOOTER_FIRSTMEET_NEGATIVE, {HouseBLord.FirstName}が軽蔑的な態度で挨拶をします（[hyperlink,GLOBAL.EmpireRelationConcept]外交関係[/hyperlink]： [hyperlink,HeroRelation]{RelationValue}[/hyperlink]）[br/]{LOC.DIPLOMACY@PLAYERINTERACTION@FOOTER_FIRSTMEET_DEFAULT}
